Year	Area	Variable	Generation (TWh)	Share of production (%)	Change on last year (%)	Change on last year (TWh)
2005	Hungary	Hydro	0	1	-1	0
2005	Hungary	Wind and solar	0	0	82	0
2005	Hungary	Wind	0	0	82	0
2005	Hungary	Solar	0	0		0
2005	Hungary	Bioenergy	2	5	128	1
2005	Hungary	Other renewables	0	0		0
2005	Hungary	Production	36		6	2
2005	Hungary	Net imports	6		-17	-1
2005	Hungary	Demand	42		2	1
2005	Ireland	Fossil	24	93	0	0
2005	Ireland	Coal	6	25	3	0
2005	Ireland	Hard Coal	6	25	3	0
2005	Ireland	Lignite	0	0		0
2005	Ireland	Gas	12	45	-10	-1
2005	Ireland	Other fossil	6	23	23	1
2005	Ireland	Nuclear	0	0		0
2005	Ireland	Renewables	2	7	34	0
2005	Ireland	Hydro	1	2	0	0
2005	Ireland	Wind and solar	1	4	70	0
2005	Ireland	Wind	1	4	70	0
2005	Ireland	Solar	0	0		0
2005	Ireland	Bioenergy	0	1	20	0
2005	Ireland	Other renewables	0	0		0
2005	Ireland	Production	26		2	0
2005	Ireland	Net imports	2		30	0
2005	Ireland	Demand	28		3	1
2005	Italy	Fossil	247	84	3	6
2005	Italy	Coal	44	15	-4	-2
2005	Italy	Hard Coal	44	15	-4	-2
2005	Italy	Lignite	0	0		0
2005	Italy	Gas	149	50	15	19
2005	Italy	Other fossil	54	18	-17	-11
2005	Italy	Nuclear	0	0		0
2005	Italy	Renewables	48	16	-10	-5
2005	Italy	Hydro	36	12	-15	-6
2005	Italy	Wind and solar	2	1	27	0
2005	Italy	Wind	2	1	27	0
2005	Italy	Solar	0	0	7	0
2005	Italy	Bioenergy	5	2	11	0
2005	Italy	Other renewables	5	2	-2	0
2005	Italy	Production	296		0	1
2005	Italy	Net imports	49		8	4
2005	Italy	Demand	345		1	4
2005	Latvia	Fossil	1	30	0	0
2005	Latvia	Coal	0	0		0
2005	Latvia	Hard Coal	0	0		0
2005	Latvia	Lignite	0	0		0
2005	Latvia	Gas	1	30	4	0
2005	Latvia	Other fossil	0	0	-90	0
2005	Latvia	Nuclear	0	0		0
2005	Latvia	Renewables	3	70	7	0
2005	Latvia	Hydro	3	68	7	0
2005	Latvia	Wind and solar	0	1	-5	0
2005	Latvia	Wind	0	1	-5	0
2005	Latvia	Solar	0	0		0
2005	Latvia	Bioenergy	0	1	11	0
2005	Latvia	Other renewables	0	0		0
2005	Latvia	Production	5		5	0
2005	Latvia	Net imports	2		2	0
2005	Latvia	Demand	7		4	0
2005	Lithuania	Fossil	3	24	12	0
2005	Lithuania	Coal	0	0		0
2005	Lithuania	Hard Coal	0	0		0
2005	Lithuania	Lignite	0	0		0
2005	Lithuania	Gas	3	21	12	0
2005	Lithuania	Other fossil	0	3	11	0
2005	Lithuania	Nuclear	10	73	-32	-5
2005	Lithuania	Renewables	0	3	7	0
2005	Lithuania	Hydro	0	3	7	0
2005	Lithuania	Wind and solar	0	0	51	0
2005	Lithuania	Wind	0	0	51	0
2005	Lithuania	Solar	0	0		0
2005	Lithuania	Bioenergy	0	0	9	0
2005	Lithuania	Other renewables	0	0		0
2005	Lithuania	Production	14		-24	-4
2005	Lithuania	Net imports	-3		-59	4
2005	Lithuania	Demand	11		-1	0
2005	Luxembourg	Fossil	3	94	-2	0
2005	Luxembourg	Coal	0	0		0
2005	Luxembourg	Hard Coal	0	0		0
2005	Luxembourg	Lignite	0	0		0
2005	Luxembourg	Gas	3	93	-1	0
2005	Luxembourg	Other fossil	0	1	-15	0
2005	Luxembourg	Nuclear	0	0		0
2005	Luxembourg	Renewables	0	6	7	0
2005	Luxembourg	Hydro	0	3	-11	0
2005	Luxembourg	Wind and solar	0	2	44	0
2005	Luxembourg	Wind	0	2	33	0
2005	Luxembourg	Solar	0	1	92	0
2005	Luxembourg	Bioenergy	0	1	8	0
2005	Luxembourg	Other renewables	0	0		0
2005	Luxembourg	Production	3		-1	0
2005	Luxembourg	Net imports	3		-3	0
2005	Luxembourg	Demand	7		-2	0
2005	Malta	Fossil	2	100	1	0
2005	Malta	Coal	0	0		0
2005	Malta	Hard Coal	0	0		0
2005	Malta	Lignite	0	0		0
2005	Malta	Gas	0	0		0
2005	Malta	Other fossil	2	100	1	0
2005	Malta	Nuclear	0	0		0
2005	Malta	Renewables	0	0		0
2005	Malta	Hydro	0	0		0
2005	Malta	Wind and solar	0	0		0
2005	Malta	Wind	0	0		0
2005	Malta	Solar	0	0		0
2005	Malta	Bioenergy	0	0		0
2005	Malta	Other renewables	0	0		0
2005	Malta	Production	2		1	0
2005	Malta	Net imports	0			0
2005	Malta	Demand	2		1	0
2005	Netherlands	Fossil	88	89	-4	-4
2005	Netherlands	Coal	24	24	-6	-1
2005	Netherlands	Hard Coal	24	24	-6	-1
2005	Netherlands	Lignite	0	0		0
2005	Netherlands	Gas	58	58	-4	-2
2005	Netherlands	Other fossil	7	7	2	0
2005	Netherlands	Nuclear	4	4	5	0
2005	Netherlands	Renewables	7	7	40	2
2005	Netherlands	Hydro	0	0	-7	0
2005	Netherlands	Wind and solar	2	2	10	0
2005	Netherlands	Wind	2	2	10	0
2005	Netherlands	Solar	0	0	5	0
2005	Netherlands	Bioenergy	5	5	59	2
2005	Netherlands	Other renewables	0	0		0
2005	Netherlands	Production	100		-1	-1
2005	Netherlands	Net imports	18		13	2
2005	Netherlands	Demand	118		1	1
2005	Poland	Fossil	151	98	1	2
2005	Poland	Coal	142	92	1	1
2005	Poland	Hard Coal	87	56	2	2
2005	Poland	Lignite	55	35	-2	-1
2005	Poland	Gas	5	3	60	2
2005	Poland	Other fossil	4	3	-12	-1
2005	Poland	Nuclear	0	0		0
2005	Poland	Renewables	4	2	20	1
2005	Poland	Hydro	2	1	6	0
2005	Poland	Wind and solar	0	0	-5	0
2005	Poland	Wind	0	0	-5	0
2005	Poland	Solar	0	0		0
2005	Poland	Bioenergy	2	1	54	1
2005	Poland	Other renewables	0	0		0
2005	Poland	Production	155		2	3
2005	Poland	Net imports	-11		20	-2
2005	Poland	Demand	144		1	1
2005	Portugal	Fossil	38	82	17	5
2005	Portugal	Coal	15	33	2	0
2005	Portugal	Hard Coal	15	33	2	0
2005	Portugal	Lignite	0	0		0
2005	Portugal	Gas	14	29	16	2
2005	Portugal	Other fossil	9	20	52	3
2005	Portugal	Nuclear	0	0		0
2005	Portugal	Renewables	8	18	-33	-4
2005	Portugal	Hydro	5	10	-52	-5
2005	Portugal	Wind and solar	2	4	117	1
2005	Portugal	Wind	2	4	117	1
2005	Portugal	Solar	0	0	0	0
2005	Portugal	Bioenergy	2	4	9	0
2005	Portugal	Other renewables	0	0	-16	0
2005	Portugal	Production	46		3	1
2005	Portugal	Net imports	7		5	0
2005	Portugal	Demand	53		3	2
2005	Romania	Fossil	34	57	-2	-1
2005	Romania	Coal	22	37	2	0
2005	Romania	Hard Coal	0	1	-40	0
2005	Romania	Lignite	21	36	4	1
2005	Romania	Gas	10	16	-8	-1
2005	Romania	Other fossil	2	4	-15	0
2005	Romania	Nuclear	6	9	0	0
2005	Romania	Renewables	20	34	22	4
2005	Romania	Hydro	20	34	22	4
2005	Romania	Wind and solar	0	0	Inf	0
2005	Romania	Wind	0	0	Inf	0
2005	Romania	Solar	0	0		0
2005	Romania	Bioenergy	0	0	50	0
2005	Romania	Other renewables	0	0		0
2005	Romania	Production	59		5	3
2005	Romania	Net imports	-3		146	-2
2005	Romania	Demand	57		2	1
2005	Slovakia	Fossil	9	28	-4	0
2005	Slovakia	Coal	6	18	-3	0
2005	Slovakia	Hard Coal	4	11	5	0
2005	Slovakia	Lignite	2	6	-14	0
2005	Slovakia	Gas	2	7	-10	0
2005	Slovakia	Other fossil	1	4	2	0
2005	Slovakia	Nuclear	18	57	4	1
2005	Slovakia	Renewables	5	15	13	1
2005	Slovakia	Hydro	5	15	13	1
2005	Slovakia	Wind and solar	0	0	0	0
2005	Slovakia	Wind	0	0	0	0
2005	Slovakia	Solar	0	0		0
2005	Slovakia	Bioenergy	0	0	60	0
2005	Slovakia	Other renewables	0	0		0
2005	Slovakia	Production	31		3	1
2005	Slovakia	Net imports	-3		75	-1
2005	Slovakia	Demand	28		-2	-1
2005	Slovenia	Fossil	6	37	1	0
2005	Slovenia	Coal	5	35	2	0
2005	Slovenia	Hard Coal	1	3	-1	0
2005	Slovenia	Lignite	5	31	2	0
2005	Slovenia	Gas	0	2	-5	0
2005	Slovenia	Other fossil	0	0	-1	0
2005	Slovenia	Nuclear	6	39	8	0
2005	Slovenia	Renewables	4	24	-15	-1
2005	Slovenia	Hydro	3	23	-15	-1
2005	Slovenia	Wind and solar	0	0	1650	0
2005	Slovenia	Wind	0	0		0
2005	Slovenia	Solar	0	0	1650	0
2005	Slovenia	Bioenergy	0	1	-6	0
2005	Slovenia	Other renewables	0	0		0
2005	Slovenia	Production	15		-1	0
2005	Slovenia	Net imports	0		-57	0
2005	Slovenia	Demand	15		2	0
2005	Spain	Fossil	185	65	15	25
2005	Spain	Coal	79	28	0	0
2005	Spain	Hard Coal	74	26	1	1
2005	Spain	Lignite	5	2	-10	-1
2005	Spain	Gas	79	28	42	24
2005	Spain	Other fossil	27	9	5	1
2005	Spain	Nuclear	58	20	-10	-6
2005	Spain	Renewables	42	15	-16	-8
2005	Spain	Hydro	18	6	-41	-13
2005	Spain	Wind and solar	21	7	35	6
2005	Spain	Wind	21	7	35	5
2005	Spain	Solar	0	0	102	0
2005	Spain	Bioenergy	3	1	-20	-1
2005	Spain	Other renewables	0	0		0
2005	Spain	Production	284		4	11
2005	Spain	Net imports	-1		-56	2
2005	Spain	Demand	283		5	12
2005	Sweden	Fossil	5	3	-21	-1
2005	Sweden	Coal	1	0	-36	0
2005	Sweden	Hard Coal	1	0	-36	0
2005	Sweden	Lignite	0	0		0
2005	Sweden	Gas	1	0	-23	0
2005	Sweden	Other fossil	4	2	-17	-1
2005	Sweden	Nuclear	72	46	-7	-5
2005	Sweden	Renewables	81	51	19	13
2005	Sweden	Hydro	73	46	21	13
2005	Sweden	Wind and solar	1	1	9	0
2005	Sweden	Wind	1	1	9	0
2005	Sweden	Solar	0	0	8	0
2005	Sweden	Bioenergy	7	5	4	0
2005	Sweden	Other renewables	0	0		0
2005	Sweden	Production	158		4	7
2005	Sweden	Net imports	-7		251	-5
2005	Sweden	Demand	151		1	1
2005	United Kingdom	Fossil	297	75	0	0
2005	United Kingdom	Coal	135	34	2	3
2005	United Kingdom	Hard Coal	135	34	2	3
2005	United Kingdom	Lignite	0	0		0
2005	United Kingdom	Gas	153	39	-3	-4
2005	United Kingdom	Other fossil	10	2	16	1
2005	United Kingdom	Nuclear	82	21	2	2
2005	United Kingdom	Renewables	17	4	20	3
2005	United Kingdom	Hydro	5	1	2	0
2005	United Kingdom	Wind and solar	3	1	50	1
2005	United Kingdom	Wind	3	1	50	1
2005	United Kingdom	Solar	0	0	104	0
2005	United Kingdom	Bioenergy	9	2	24	2
2005	United Kingdom	Other renewables	0	0	-14	0
2005	United Kingdom	Production	395		1	4
2005	United Kingdom	Net imports	8		11	1
2005	United Kingdom	Demand	404		1	5
2006	Austria	Fossil	21	34	-10	-2
2006	Austria	Coal	7	11	-2	0
2006	Austria	Hard Coal	6	10	5	0
2006	Austria	Lignite	1	1	-41	0
2006	Austria	Gas	11	17	-18	-2
2006	Austria	Other fossil	4	6	5	0
2006	Austria	Nuclear	0	0		0
2006	Austria	Renewables	41	66	-1	0
2006	Austria	Hydro	36	58	-4	-1
2006	Austria	Wind and solar	2	3	31	0
2006	Austria	Wind	2	3	32	0
2006	Austria	Solar	0	0	7	0
2006	Austria	Bioenergy	3	5	33	1
2006	Austria	Other renewables	0	0	33	0
2006	Austria	Production	62		-4	-3
2006	Austria	Net imports	6		142	4
2006	Austria	Demand	68		2	1
2006	Belgium	Fossil	34	41	-3	-1
2006	Belgium	Coal	7	8	-16	-1
2006	Belgium	Hard Coal	7	8	-16	-1
2006	Belgium	Lignite	0	0		0
2006	Belgium	Gas	23	27	1	0
2006	Belgium	Other fossil	5	5	-1	0
2006	Belgium	Nuclear	47	55	-2	-1
2006	Belgium	Renewables	3	4	40	1
2006	Belgium	Hydro	0	0	25	0
2006	Belgium	Wind and solar	0	0	61	0
2006	Belgium	Wind	0	0	61	0
2006	Belgium	Solar	0	0	21	0
2006	Belgium	Bioenergy	2	3	40	1
2006	Belgium	Other renewables	0	0		0
2006	Belgium	Production	84		-2	-1
2006	Belgium	Net imports	10		61	4
2006	Belgium	Demand	94		3	3
2006	Bulgaria	Fossil	22	48	4	1
2006	Bulgaria	Coal	19	42	3	1
2006	Bulgaria	Hard Coal	5	11	10	0
2006	Bulgaria	Lignite	14	31	1	0
2006	Bulgaria	Gas	2	5	25	0
2006	Bulgaria	Other fossil	1	1	-36	0
2006	Bulgaria	Nuclear	19	43	5	1
2006	Bulgaria	Renewables	4	9	-2	0
2006	Bulgaria	Hydro	4	9	-2	0
2006	Bulgaria	Wind and solar	0	0	337	0
2006	Bulgaria	Wind	0	0	337	0
2006	Bulgaria	Solar	0	0		0
2006	Bulgaria	Bioenergy	0	0		0
2006	Bulgaria	Other renewables	0	0		0
2006	Bulgaria	Production	45		4	2
2006	Bulgaria	Net imports	-8		2	0
2006	Bulgaria	Demand	38		4	1
2006	Croatia	Fossil	6	49	5	0
2006	Croatia	Coal	2	17	-3	0
2006	Croatia	Hard Coal	2	17	-3	0
2006	Croatia	Lignite	0	0	28	0
2006	Croatia	Gas	2	16	13	0
2006	Croatia	Other fossil	2	15	6	0
2006	Croatia	Nuclear	0	0		0
2006	Croatia	Renewables	7	51	-6	0
2006	Croatia	Hydro	7	51	-6	0
2006	Croatia	Wind and solar	0	0	90	0
2006	Croatia	Wind	0	0	90	0
2006	Croatia	Solar	0	0		0
2006	Croatia	Bioenergy	0	0	-21	0
2006	Croatia	Other renewables	0	0		0
2006	Croatia	Production	13		-1	0
2006	Croatia	Net imports	5		14	1
2006	Croatia	Demand	18		3	0
2006	Cyprus	Fossil	5	100	6	0
2006	Cyprus	Coal	0	0		0
2006	Cyprus	Hard Coal	0	0		0
2006	Cyprus	Lignite	0	0		0
2006	Cyprus	Gas	0	0		0
2006	Cyprus	Other fossil	5	100	6	0
2006	Cyprus	Nuclear	0	0		0
2006	Cyprus	Renewables	0	0	64	0
2006	Cyprus	Hydro	0	0		0
2006	Cyprus	Wind and solar	0	0	47	0
2006	Cyprus	Wind	0	0	0	0
2006	Cyprus	Solar	0	0	77	0
2006	Cyprus	Bioenergy	0	0	Inf	0
2006	Cyprus	Other renewables	0	0		0
2006	Cyprus	Production	5		6	0
2006	Cyprus	Net imports	0			0
2006	Cyprus	Demand	5		6	0
2006	Czech Republic	Fossil	54	65	0	0
2006	Czech Republic	Coal	50	59	0	0
2006	Czech Republic	Hard Coal	6	7	8	0
2006	Czech Republic	Lignite	44	52	-1	0
2006	Czech Republic	Gas	2	2	7	0
2006	Czech Republic	Other fossil	3	3	-7	0
2006	Czech Republic	Nuclear	26	31	5	1
2006	Czech Republic	Renewables	4	4	12	0
2006	Czech Republic	Hydro	3	3	7	0
2006	Czech Republic	Wind and solar	0	0	130	0
2006	Czech Republic	Wind	0	0	132	0
2006	Czech Republic	Solar	0	0	43	0
2006	Czech Republic	Bioenergy	1	1	25	0
2006	Czech Republic	Other renewables	0	0		0
2006	Czech Republic	Production	84		2	2
2006	Czech Republic	Net imports	-13		0	0
2006	Czech Republic	Demand	71		2	2
2006	Denmark	Fossil	36	80	38	10
2006	Denmark	Coal	25	54	59	9
2006	Denmark	Hard Coal	25	54	59	9
2006	Denmark	Lignite	0	0		0
2006	Denmark	Gas	9	21	7	1
2006	Denmark	Other fossil	2	5	12	0
2006	Denmark	Nuclear	0	0		0
2006	Denmark	Renewables	9	20	-6	-1
2006	Denmark	Hydro	0	0	0	0
2006	Denmark	Wind and solar	6	13	-8	-1
2006	Denmark	Wind	6	13	-8	-1
2006	Denmark	Solar	0	0	0	0
2006	Denmark	Bioenergy	3	7	-3	0
2006	Denmark	Other renewables	0	0		0
2006	Denmark	Production	46		26	9
2006	Denmark	Net imports	-7		-607	-8
2006	Denmark	Demand	39		3	1
2006	Estonia	Fossil	10	99	-5	0
2006	Estonia	Coal	0	0		0
2006	Estonia	Hard Coal	0	0		0
2006	Estonia	Lignite	0	0		0
2006	Estonia	Gas	1	6	-1	0
2006	Estonia	Other fossil	9	93	-5	0
2006	Estonia	Nuclear	0	0		0
2006	Estonia	Renewables	0	1	17	0
2006	Estonia	Hydro	0	0	-39	0
2006	Estonia	Wind and solar	0	1	41	0
2006	Estonia	Wind	0	1	41	0
2006	Estonia	Solar	0	0		0
2006	Estonia	Bioenergy	0	0	13	0
2006	Estonia	Other renewables	0	0		0
2006	Estonia	Production	10		-5	0
2006	Estonia	Net imports	-1		-53	1
2006	Estonia	Demand	9		4	0
2006	EU-27	Fossil	1558	53	2	30
2006	EU-27	Coal	816	28	1	7
2006	EU-27	Hard Coal	478	16	3	13
2006	EU-27	Lignite	338	11	-2	-6
2006	EU-27	Gas	542	18	5	27
2006	EU-27	Other fossil	200	7	-2	-4
2006	EU-27	Nuclear	915	31	0	-1
2006	EU-27	Renewables	469	16	5	24
2006	EU-27	Hydro	311	11	1	3
2006	EU-27	Wind and solar	81	3	17	12
2006	EU-27	Wind	79	3	15	11
2006	EU-27	Solar	2	0	67	1
2006	EU-27	Bioenergy	70	2	14	9
2006	EU-27	Other renewables	6	0	3	0
2006	EU-27	Production	2941		2	52
2006	EU-27	Net imports	-2		-169	-6
2006	EU-27	Demand	2938		2	46
2006	EU27+1	Fossil	1858	56	2	33
2006	EU27+1	Coal	965	29	2	22
2006	EU27+1	Hard Coal	627	19	5	28
2006	EU27+1	Lignite	338	10	-2	-6
2006	EU27+1	Gas	682	20	2	15
2006	EU27+1	Other fossil	210	6	-2	-4
2006	EU27+1	Nuclear	990	30	-1	-8
2006	EU27+1	Renewables	487	15	5	25
2006	EU27+1	Hydro	316	9	1	3
2006	EU27+1	Wind and solar	85	3	18	13
2006	EU27+1	Wind	83	2	17	12
2006	EU27+1	Solar	2	0	67	1
2006	EU27+1	Bioenergy	79	2	13	9
2006	EU27+1	Other renewables	6	0	3	0
2006	EU27+1	Production	3334		2	50
2006	EU27+1	Net imports	5		-56	-7
2006	EU27+1	Demand	3339		1	44
2006	Finland	Fossil	37	45	55	13
2006	Finland	Coal	16	20	151	10
2006	Finland	Hard Coal	16	20	151	10
2006	Finland	Lignite	0	0		0
2006	Finland	Gas	12	15	10	1
2006	Finland	Other fossil	8	10	37	2
2006	Finland	Nuclear	23	28	-2	0
2006	Finland	Renewables	22	27	-4	-1
2006	Finland	Hydro	11	14	-17	-2
2006	Finland	Wind and solar	0	0	-8	0
2006	Finland	Wind	0	0	-8	0
2006	Finland	Solar	0	0	28	0
2006	Finland	Bioenergy	11	13	14	1
2006	Finland	Other renewables	0	0		0
2006	Finland	Production	82		17	12
2006	Finland	Net imports	11		-33	-6
2006	Finland	Demand	93		7	6
2006	France	Fossil	57	10	-10	-6
2006	France	Coal	23	4	-17	-5
2006	France	Hard Coal	23	4	-17	-5
2006	France	Lignite	0	0		0
2006	France	Gas	22	4	-6	-1
2006	France	Other fossil	12	2	-4	-1
2006	France	Nuclear	450	79	0	-1
2006	France	Renewables	62	11	11	6
2006	France	Hydro	56	10	9	5
2006	France	Wind and solar	2	0	126	1
2006	France	Wind	2	0	127	1
2006	France	Solar	0	0	15	0
2006	France	Bioenergy	3	1	0	0
2006	France	Other renewables	0	0	-3	0
2006	France	Production	569		0	-2
2006	France	Net imports	-63		5	-3
2006	France	Demand	506		-1	-5
2006	Germany	Fossil	394	62	1	4
2006	Germany	Coal	289	46	0	1
2006	Germany	Hard Coal	138	22	3	4
2006	Germany	Lignite	151	24	-2	-3
2006	Germany	Gas	75	12	4	3
2006	Germany	Other fossil	29	5	1	0
2006	Germany	Nuclear	167	26	3	4
2006	Germany	Renewables	73	11	14	9
2006	Germany	Hydro	20	3	2	0
2006	Germany	Wind and solar	34	5	15	4
2006	Germany	Wind	31	5	13	4
2006	Germany	Solar	2	0	69	1
2006	Germany	Bioenergy	19	3	29	4
2006	Germany	Other renewables	0	0		0
2006	Germany	Production	634		3	17
2006	Germany	Net imports	-20		133	-11
2006	Germany	Demand	614		1	6
2006	Greece	Fossil	53	87	-1	-1
2006	Greece	Coal	32	54	-9	-3
2006	Greece	Hard Coal	0	0		0
2006	Greece	Lignite	32	54	-9	-3
2006	Greece	Gas	11	18	30	2
2006	Greece	Other fossil	10	16	3	0
2006	Greece	Nuclear	0	0		0
2006	Greece	Renewables	8	13	20	1
2006	Greece	Hydro	6	10	17	1
2006	Greece	Wind and solar	2	3	34	0
2006	Greece	Wind	2	3	34	0
2006	Greece	Solar	0	0	45	0
2006	Greece	Bioenergy	0	0	-6	0
2006	Greece	Other renewables	0	0		0
2006	Greece	Production	60		1	1
2006	Greece	Net imports	4		11	0
2006	Greece	Demand	64		2	1
2006	Hungary	Fossil	21	58	4	1
2006	Hungary	Coal	7	20	0	0
2006	Hungary	Hard Coal	0	1	3	0
2006	Hungary	Lignite	7	19	0	0
2006	Hungary	Gas	13	37	6	1
2006	Hungary	Other fossil	1	2	14	0
2006	Hungary	Nuclear	13	38	-3	0
2006	Hungary	Renewables	1	4	-20	0
2006	Hungary	Hydro	0	1	-8	0
2006	Hungary	Wind and solar	0	0	330	0
2006	Hungary	Wind	0	0	330	0
2006	Hungary	Solar	0	0		0
2006	Hungary	Bioenergy	1	4	-24	0
2006	Hungary	Other renewables	0	0		0
2006	Hungary	Production	36		0	0
2006	Hungary	Net imports	7		16	1
2006	Hungary	Demand	43		3	1
2006	Ireland	Fossil	25	91	4	1
2006	Ireland	Coal	6	22	-8	-1
2006	Ireland	Hard Coal	6	22	-8	-1
2006	Ireland	Lignite	0	0		0
2006	Ireland	Gas	14	51	19	2
2006	Ireland	Other fossil	5	18	-14	-1
2006	Ireland	Nuclear	0	0		0
2006	Ireland	Renewables	2	9	32	1
2006	Ireland	Hydro	1	3	15	0
2006	Ireland	Wind and solar	2	6	46	1
2006	Ireland	Wind	2	6	46	1
2006	Ireland	Solar	0	0		0
2006	Ireland	Bioenergy	0	0	-1	0
2006	Ireland	Other renewables	0	0		0
2006	Ireland	Production	27		6	1
2006	Ireland	Net imports	2		-13	0
2006	Ireland	Demand	29		4	1
2006	Italy	Fossil	256	83	4	9
2006	Italy	Coal	44	14	1	1
2006	Italy	Hard Coal	44	14	1	1
2006	Italy	Lignite	0	0		0
2006	Italy	Gas	158	52	6	9
2006	Italy	Other fossil	54	18	-1	-1
2006	Italy	Nuclear	0	0		0
2006	Italy	Renewables	51	17	5	2
2006	Italy	Hydro	37	12	3	1
2006	Italy	Wind and solar	3	1	27	1
2006	Italy	Wind	3	1	27	1
2006	Italy	Solar	0	0	13	0
2006	Italy	Bioenergy	5	2	9	0
2006	Italy	Other renewables	6	2	4	0
2006	Italy	Production	307		4	11
2006	Italy	Net imports	45		-8	-4
2006	Italy	Demand	352		2	7
2006	Latvia	Fossil	2	43	41	1
2006	Latvia	Coal	0	0		0
2006	Latvia	Hard Coal	0	0		0
2006	Latvia	Lignite	0	0		0
2006	Latvia	Gas	2	43	41	1
2006	Latvia	Other fossil	0	0	-17	0
2006	Latvia	Nuclear	0	0		0
2006	Latvia	Renewables	3	57	-18	-1
2006	Latvia	Hydro	3	55	-19	-1
2006	Latvia	Wind and solar	0	1	-1	0
2006	Latvia	Wind	0	1	-1	0
2006	Latvia	Solar	0	0		0
2006	Latvia	Bioenergy	0	1	2	0
2006	Latvia	Other renewables	0	0		0
2006	Latvia	Production	5		0	0
2006	Latvia	Net imports	3		17	0
2006	Latvia	Demand	7		5	0
2006	Lithuania	Fossil	3	24	-18	-1
2006	Lithuania	Coal	0	0		0
2006	Lithuania	Hard Coal	0	0		0
2006	Lithuania	Lignite	0	0		0
2006	Lithuania	Gas	2	21	-18	-1
2006	Lithuania	Other fossil	0	3	-18	0
2006	Lithuania	Nuclear	9	73	-16	-2
2006	Lithuania	Renewables	0	4	-5	0
2006	Lithuania	Hydro	0	3	-12	0
2006	Lithuania	Wind and solar	0	0	675	0
2006	Lithuania	Wind	0	0	675	0
2006	Lithuania	Solar	0	0		0
2006	Lithuania	Bioenergy	0	0	272	0
2006	Lithuania	Other renewables	0	0		0
2006	Lithuania	Production	12		-16	-2
2006	Lithuania	Net imports	0		-86	3
2006	Lithuania	Demand	11		2	0
2006	Luxembourg	Fossil	3	93	5	0
2006	Luxembourg	Coal	0	0		0
2006	Luxembourg	Hard Coal	0	0		0
2006	Luxembourg	Lignite	0	0		0
2006	Luxembourg	Gas	3	92	5	0
2006	Luxembourg	Other fossil	0	1	19	0
2006	Luxembourg	Nuclear	0	0		0
2006	Luxembourg	Renewables	0	7	17	0
2006	Luxembourg	Hydro	0	3	20	0
2006	Luxembourg	Wind and solar	0	2	13	0
2006	Luxembourg	Wind	0	2	11	0
2006	Luxembourg	Solar	0	1	19	0
2006	Luxembourg	Bioenergy	0	2	20	0
2006	Luxembourg	Other renewables	0	0		0
2006	Luxembourg	Production	4		5	0
2006	Luxembourg	Net imports	4		9	0
2006	Luxembourg	Demand	7		7	0
2006	Malta	Fossil	2	100	1	0
2006	Malta	Coal	0	0		0
2006	Malta	Hard Coal	0	0		0
2006	Malta	Lignite	0	0		0
2006	Malta	Gas	0	0		0
2006	Malta	Other fossil	2	100	1	0
2006	Malta	Nuclear	0	0		0
2006	Malta	Renewables	0	0		0
2006	Malta	Hydro	0	0		0
2006	Malta	Wind and solar	0	0		0
2006	Malta	Wind	0	0		0
2006	Malta	Solar	0	0		0
2006	Malta	Bioenergy	0	0		0
2006	Malta	Other renewables	0	0		0
2006	Malta	Production	2		1	0
2006	Malta	Net imports	0			0
2006	Malta	Demand	2		1	0
2006	Netherlands	Fossil	87	88	-1	-1
2006	Netherlands	Coal	24	24	1	0
2006	Netherlands	Hard Coal	24	24	1	0
2006	Netherlands	Lignite	0	0		0
2006	Netherlands	Gas	57	58	-1	0
2006	Netherlands	Other fossil	6	6	-12	-1
2006	Netherlands	Nuclear	3	4	-13	-1
2006	Netherlands	Renewables	8	8	8	1
2006	Netherlands	Hydro	0	0	20	0
2006	Netherlands	Wind and solar	3	3	32	1
2006	Netherlands	Wind	3	3	32	1
2006	Netherlands	Solar	0	0	3	0
2006	Netherlands	Bioenergy	5	5	-2	0
2006	Netherlands	Other renewables	0	0		0
2006	Netherlands	Production	99		-1	-1
2006	Netherlands	Net imports	21		17	3
2006	Netherlands	Demand	120		2	2
2006	Poland	Fossil	156	97	3	5
2006	Poland	Coal	147	92	4	5
2006	Poland	Hard Coal	94	58	7	7
2006	Poland	Lignite	53	33	-3	-1
2006	Poland	Gas	5	3	-11	-1
2006	Poland	Other fossil	5	3	10	0
2006	Poland	Nuclear	0	0		0
2006	Poland	Renewables	4	3	12	0
2006	Poland	Hydro	2	1	-7	0
2006	Poland	Wind and solar	0	0	89	0
2006	Poland	Wind	0	0	89	0
2006	Poland	Solar	0	0		0
2006	Poland	Bioenergy	2	1	32	0
2006	Poland	Other renewables	0	0		0
2006	Poland	Production	160		3	5
2006	Poland	Net imports	-11		-2	0
2006	Poland	Demand	149		4	6
2006	Portugal	Fossil	33	68	-13	-5
2006	Portugal	Coal	15	31	-2	0
2006	Portugal	Hard Coal	15	31	-2	0
2006	Portugal	Lignite	0	0		0
2006	Portugal	Gas	12	25	-9	-1
2006	Portugal	Other fossil	6	11	-39	-4
2006	Portugal	Nuclear	0	0		0
2006	Portugal	Renewables	16	32	90	7
2006	Portugal	Hydro	11	23	133	6
2006	Portugal	Wind and solar	3	6	65	1
2006	Portugal	Wind	3	6	65	1
2006	Portugal	Solar	0	0	60	0
2006	Portugal	Bioenergy	2	4	1	0
